codigo,detalle,costo,alicuota_iva,punto_pedido,marca,rubro,codigo_barra
48763,FARO DELANT NARVA 48763,31900,21,3,Narva,ILUMINACION,7792000001598
12305,LAMPARA PHILIPS 12305,8800,21,20,Philips,ILUMINACION,7792000001599
12798,OPTICA PHILIPS 12798,23500,21,8,Philips,ILUMINACION,7792000001600
48182,OPTICA NARVA 48182,5200,21,24,Narva,ILUMINACION,7792000001601
48299,LAMPARA NARVA 48299,34100,21,6,Narva,ILUMINACION,7792000001602
48505,FARO DELANT NARVA 48505,10500,21,8,Narva,ILUMINACION,7792000001603
48329,OPTICA NARVA 48329,23400,21,6,Narva,ILUMINACION,7792000001604
12825,FARO DELANT PHILIPS 12825,8400,21,16,Philips,ILUMINACION,7792000001605
48143,LAMPARA NARVA 48143,44600,21,4,Narva,ILUMINACION,7792000001606
12316,LAMPARA PHILIPS 12316,15700,21,6,Philips,ILUMINACION,7792000001607
48961,LAMPARA NARVA 48961,15600,21,6,Narva,ILUMINACION,7792000001608
64199,FARO DELANT OSRAM 64199,9000,21,24,Osram,ILUMINACION,7792000001609
64151,OPTICA OSRAM 64151,21000,21,8,Osram,ILUMINACION,7792000001610
12782,FARO DELANT PHILIPS 12782,41400,21,5,Philips,ILUMINACION,7792000001611
12680,LAMPARA PHILIPS 12680,28200,21,6,Philips,ILUMINACION,7792000001612
12266,LAMPARA PHILIPS 12266,8800,21,12,Philips,ILUMINACION,7792000001613
64179,LAMPARA OSRAM 64179,37300,21,5,Osram,ILUMINACION,7792000001614
12440,FARO DELANT PHILIPS 12440,43600,21,6,Philips,ILUMINACION,7792000001615
64159,LAMPARA OSRAM 64159,46400,21,5,Osram,ILUMINACION,7792000001616
48327,LAMPARA NARVA 48327,30300,21,6,Narva,ILUMINACION,7792000001617
48323,OPTICA NARVA 48323,36400,21,6,Narva,ILUMINACION,7792000001618
64215,OPTICA OSRAM 64215,41500,21,5,Osram,ILUMINACION,7792000001619
48894,FARO DELANT NARVA 48894,41500,21,3,Narva,ILUMINACION,7792000001620
48360,FARO DELANT NARVA 48360,25200,21,4,Narva,ILUMINACION,7792000001621
48349,LAMPARA NARVA 48349,11800,21,6,Narva,ILUMINACION,7792000001622
48072,FARO DELANT NARVA 48072,33100,21,6,Narva,ILUMINACION,7792000001623
48287,FARO DELANT NARVA 48287,4000,21,16,Narva,ILUMINACION,7792000001624
48649,LAMPARA NARVA 48649,15700,21,6,Narva,ILUMINACION,7792000001625
64197,LAMPARA OSRAM 64197,35800,21,4,Osram,ILUMINACION,7792000001626
48304,OPTICA NARVA 48304,26500,21,4,Narva,ILUMINACION,7792000001627
64205,OPTICA OSRAM 64205,29300,21,3,Osram,ILUMINACION,7792000001628
12454,OPTICA PHILIPS 12454,9400,21,20,Philips,ILUMINACION,7792000001629
12531,LAMPARA PHILIPS 12531,41300,21,3,Philips,ILUMINACION,7792000001630
64165,OPTICA OSRAM 64165,41900,21,5,Osram,ILUMINACION,7792000001631
48083,LAMPARA NARVA 48083,47100,21,5,Narva,ILUMINACION,7792000001632
48227,OPTICA NARVA 48227,13100,21,6,Narva,ILUMINACION,7792000001633
48090,FARO DELANT NARVA 48090,29900,21,4,Narva,ILUMINACION,7792000001634
48735,OPTICA NARVA 48735,11500,21,8,Narva,ILUMINACION,7792000001635
48996,OPTICA NARVA 48996,29700,21,3,Narva,ILUMINACION,7792000001636
12387,FARO DELANT PHILIPS 12387,22600,21,8,Philips,ILUMINACION,7792000001637
48657,LAMPARA NARVA 48657,5700,21,20,Narva,ILUMINACION,7792000001638
806614,KIT EMBRAGUE VALEO 806614,60500,21,3,Valeo,EMBRAGUE,7792000001639
824076,PLATO PRESION VALEO 824076,112900,21,3,Valeo,EMBRAGUE,7792000001640
3000280228,KIT EMBRAGUE SACHS 3000280228,76200,21,3,Sachs,EMBRAGUE,7792000001641
805095,PLATO PRESION VALEO 805095,72600,21,3,Valeo,EMBRAGUE,7792000001642
815549,PLATO PRESION VALEO 815549,95600,21,3,Valeo,EMBRAGUE,7792000001643
3000580995,PLATO PRESION SACHS 3000580995,127500,21,4,Sachs,EMBRAGUE,7792000001644
826172,KIT EMBRAGUE VALEO 826172,159300,21,3,Valeo,EMBRAGUE,7792000001645
3000636172,PLATO PRESION SACHS 3000636172,93100,21,3,Sachs,EMBRAGUE,7792000001646
CV7291,KIT EMBRAGUE CORVEN CV7291,125300,21,4,Corven,EMBRAGUE,7792000001647
CV4802,DISCO EMBRAGUE CORVEN CV4802,74000,21,2,Corven,EMBRAGUE,7792000001648
CV2545,KIT EMBRAGUE CORVEN CV2545,100200,21,3,Corven,EMBRAGUE,7792000001649
3000577399,PLATO PRESION SACHS 3000577399,129300,21,3,Sachs,EMBRAGUE,7792000001650
CV8977,PLATO PRESION CORVEN CV8977,161000,21,2,Corven,EMBRAGUE,7792000001651
627175800,DISCO EMBRAGUE LUK 627175800,170800,21,2,Luk,EMBRAGUE,7792000001652
3000685351,PLATO PRESION SACHS 3000685351,114000,21,3,Sachs,EMBRAGUE,7792000001653
801227,DISCO EMBRAGUE VALEO 801227,185000,21,3,Valeo,EMBRAGUE,7792000001654
CV9758,KIT EMBRAGUE CORVEN CV9758,107300,21,4,Corven,EMBRAGUE,7792000001655
818669,PLATO PRESION VALEO 818669,180700,21,4,Valeo,EMBRAGUE,7792000001656
3000177945,PLATO PRESION SACHS 3000177945,144600,21,4,Sachs,EMBRAGUE,7792000001657
CV4093,KIT EMBRAGUE CORVEN CV4093,68400,21,4,Corven,EMBRAGUE,7792000001658
CV2083,KIT EMBRAGUE CORVEN CV2083,101500,21,3,Corven,EMBRAGUE,7792000001659
CV7537,KIT EMBRAGUE CORVEN CV7537,71500,21,3,Corven,EMBRAGUE,7792000001660
3000984472,PLATO PRESION SACHS 3000984472,179600,21,2,Sachs,EMBRAGUE,7792000001661
CV4543,KIT EMBRAGUE CORVEN CV4543,170100,21,4,Corven,EMBRAGUE,7792000001662
3000518550,DISCO EMBRAGUE SACHS 3000518550,83700,21,4,Sachs,EMBRAGUE,7792000001663
805930,DISCO EMBRAGUE VALEO 805930,120500,21,2,Valeo,EMBRAGUE,7792000001664
CV3102,KIT EMBRAGUE CORVEN CV3102,145200,21,2,Corven,EMBRAGUE,7792000001665
3000147270,DISCO EMBRAGUE SACHS 3000147270,141100,21,3,Sachs,EMBRAGUE,7792000001666
3000524772,KIT EMBRAGUE SACHS 3000524772,81300,21,3,Sachs,EMBRAGUE,7792000001667
3000398383,KIT EMBRAGUE SACHS 3000398383,164700,21,3,Sachs,EMBRAGUE,7792000001668
808315,DISCO EMBRAGUE VALEO 808315,109300,21,2,Valeo,EMBRAGUE,7792000001669
824575,KIT EMBRAGUE VALEO 824575,158700,21,2,Valeo,EMBRAGUE,7792000001670
3000647139,DISCO EMBRAGUE SACHS 3000647139,61900,21,2,Sachs,EMBRAGUE,7792000001671
650266500,DISCO EMBRAGUE LUK 650266500,166000,21,4,Luk,EMBRAGUE,7792000001672
CV2235,PLATO PRESION CORVEN CV2235,127800,21,2,Corven,EMBRAGUE,7792000001673
664297100,KIT EMBRAGUE LUK 664297100,109700,21,3,Luk,EMBRAGUE,7792000001674
661135000,KIT EMBRAGUE LUK 661135000,166800,21,4,Luk,EMBRAGUE,7792000001675
624298400,PLATO PRESION LUK 624298400,96400,21,3,Luk,EMBRAGUE,7792000001676
CV2643,KIT EMBRAGUE CORVEN CV2643,109200,21,2,Corven,EMBRAGUE,7792000001677
813430,KIT EMBRAGUE VALEO 813430,189000,21,4,Valeo,EMBRAGUE,7792000001678
3000624444,DISCO EMBRAGUE SACHS 3000624444,179100,21,3,Sachs,EMBRAGUE,7792000001679
CV2757,DISCO EMBRAGUE CORVEN CV2757,161300,21,2,Corven,EMBRAGUE,7792000001680
CV6217,DISCO EMBRAGUE CORVEN CV6217,80100,21,2,Corven,EMBRAGUE,7792000001681
804271,PLATO PRESION VALEO 804271,164300,21,3,Valeo,EMBRAGUE,7792000001682
649376400,KIT EMBRAGUE LUK 649376400,79800,21,2,Luk,EMBRAGUE,7792000001683
CV8430,PLATO PRESION CORVEN CV8430,127800,21,3,Corven,EMBRAGUE,7792000001684
802915,PLATO PRESION VALEO 802915,165400,21,4,Valeo,EMBRAGUE,7792000001685
3000800626,PLATO PRESION SACHS 3000800626,84000,21,2,Sachs,EMBRAGUE,7792000001686
646150700,KIT EMBRAGUE LUK 646150700,187600,21,2,Luk,EMBRAGUE,7792000001687
CV5979,DISCO EMBRAGUE CORVEN CV5979,126800,21,4,Corven,EMBRAGUE,7792000001688
817260,PLATO PRESION VALEO 817260,175900,21,4,Valeo,EMBRAGUE,7792000001689
3000277655,KIT EMBRAGUE SACHS 3000277655,91900,21,2,Sachs,EMBRAGUE,7792000001690
3000364265,KIT EMBRAGUE SACHS 3000364265,64300,21,2,Sachs,EMBRAGUE,7792000001691
646185600,KIT EMBRAGUE LUK 646185600,161500,21,4,Luk,EMBRAGUE,7792000001692
CV8395,PLATO PRESION CORVEN CV8395,72100,21,4,Corven,EMBRAGUE,7792000001693
646375600,PLATO PRESION LUK 646375600,68200,21,4,Luk,EMBRAGUE,7792000001694
819229,KIT EMBRAGUE VALEO 819229,168700,21,3,Valeo,EMBRAGUE,7792000001695
CV4261,KIT EMBRAGUE CORVEN CV4261,180600,21,3,Corven,EMBRAGUE,7792000001696
3000531849,PLATO PRESION SACHS 3000531849,151500,21,4,Sachs,EMBRAGUE,7792000001697
817168,DISCO EMBRAGUE VALEO 817168,60100,21,2,Valeo,EMBRAGUE,7792000001698
CV2753,PLATO PRESION CORVEN CV2753,110900,21,3,Corven,EMBRAGUE,7792000001699
CV7704,KIT EMBRAGUE CORVEN CV7704,140000,21,3,Corven,EMBRAGUE,7792000001700
3000642338,DISCO EMBRAGUE SACHS 3000642338,108100,21,4,Sachs,EMBRAGUE,7792000001701
3000227217,DISCO EMBRAGUE SACHS 3000227217,179700,21,3,Sachs,EMBRAGUE,7792000001702
639196700,KIT EMBRAGUE LUK 639196700,141800,21,4,Luk,EMBRAGUE,7792000001703
3000817557,PLATO PRESION SACHS 3000817557,107100,21,4,Sachs,EMBRAGUE,7792000001704
647164600,PLATO PRESION LUK 647164600,93900,21,2,Luk,EMBRAGUE,7792000001705
CV3020,PLATO PRESION CORVEN CV3020,135800,21,4,Corven,EMBRAGUE,7792000001706
824382,DISCO EMBRAGUE VALEO 824382,72100,21,4,Valeo,EMBRAGUE,7792000001707
CV8524,KIT EMBRAGUE CORVEN CV8524,110600,21,3,Corven,EMBRAGUE,7792000001708
CV9396,DISCO EMBRAGUE CORVEN CV9396,118600,21,4,Corven,EMBRAGUE,7792000001709
CV1707,DISCO EMBRAGUE CORVEN CV1707,107500,21,2,Corven,EMBRAGUE,7792000001710
808046,KIT EMBRAGUE VALEO 808046,96900,21,2,Valeo,EMBRAGUE,7792000001711
812453,KIT EMBRAGUE VALEO 812453,173000,21,2,Valeo,EMBRAGUE,7792000001712
CV9827,PLATO PRESION CORVEN CV9827,118300,21,3,Corven,EMBRAGUE,7792000001713
811856,DISCO EMBRAGUE VALEO 811856,104600,21,3,Valeo,EMBRAGUE,7792000001714
813267,KIT EMBRAGUE VALEO 813267,86100,21,4,Valeo,EMBRAGUE,7792000001715
822403,PLATO PRESION VALEO 822403,78900,21,3,Valeo,EMBRAGUE,7792000001716
CV9562,KIT EMBRAGUE CORVEN CV9562,182300,21,2,Corven,EMBRAGUE,7792000001717
824098,DISCO EMBRAGUE VALEO 824098,98100,21,3,Valeo,EMBRAGUE,7792000001718
3000663288,PLATO PRESION SACHS 3000663288,138300,21,3,Sachs,EMBRAGUE,7792000001719
3000284895,DISCO EMBRAGUE SACHS 3000284895,158700,21,4,Sachs,EMBRAGUE,7792000001720
640137100,PLATO PRESION LUK 640137100,119700,21,2,Luk,EMBRAGUE,7792000001721
642243800,DISCO EMBRAGUE LUK 642243800,79900,21,2,Luk,EMBRAGUE,7792000001722
629239600,PLATO PRESION LUK 629239600,105600,21,3,Luk,EMBRAGUE,7792000001723
816911,DISCO EMBRAGUE VALEO 816911,187200,21,3,Valeo,EMBRAGUE,7792000001724
CV7287,DISCO EMBRAGUE CORVEN CV7287,81800,21,3,Corven,EMBRAGUE,7792000001725
3000603104,KIT EMBRAGUE SACHS 3000603104,72500,21,4,Sachs,EMBRAGUE,7792000001726
655260100,KIT EMBRAGUE LUK 655260100,68700,21,3,Luk,EMBRAGUE,7792000001727
641116700,PLATO PRESION LUK 641116700,70900,21,2,Luk,EMBRAGUE,7792000001728
3000981390,DISCO EMBRAGUE SACHS 3000981390,113800,21,2,Sachs,EMBRAGUE,7792000001729
CV1289,PLATO PRESION CORVEN CV1289,134400,21,2,Corven,EMBRAGUE,7792000001730
3000751397,DISCO EMBRAGUE SACHS 3000751397,133300,21,3,Sachs,EMBRAGUE,7792000001731
3000204585,PLATO PRESION SACHS 3000204585,83200,21,2,Sachs,EMBRAGUE,7792000001732
826825,KIT EMBRAGUE VALEO 826825,133500,21,3,Valeo,EMBRAGUE,7792000001733
CV3753,CREMALLERA DIRECCION CORVEN CV3753,57500,21,6,Corven,DIRECCION,7792000001734
CV4336,EXTREMO DIRECCION CORVEN CV4336,75900,21,3,Corven,DIRECCION,7792000001735
3118,CREMALLERA DIRECCION CICCARELLI 3118,84500,21,2,Ciccarelli,DIRECCION,7792000001736
CV3758,ROTULA DIRECCION CORVEN CV3758,73100,21,4,Corven,DIRECCION,7792000001737
CV8697,ROTULA DIRECCION CORVEN CV8697,80900,21,4,Corven,DIRECCION,7792000001738
CV9658,CREMALLERA DIRECCION CORVEN CV9658,56800,21,3,Corven,DIRECCION,7792000001739
CV7296,CREMALLERA DIRECCION CORVEN CV7296,42300,21,3,Corven,DIRECCION,7792000001740
GDB1391,CREMALLERA DIRECCION TRW GDB1391,58700,21,4,TRW,DIRECCION,7792000001741
2933,CREMALLERA DIRECCION CICCARELLI 2933,88200,21,4,Ciccarelli,DIRECCION,7792000001742
GDB1023,EXTREMO DIRECCION TRW GDB1023,74500,21,4,TRW,DIRECCION,7792000001743
1044,CREMALLERA DIRECCION CICCARELLI 1044,85200,21,3,Ciccarelli,DIRECCION,7792000001744
CV2501,ROTULA DIRECCION CORVEN CV2501,50700,21,4,Corven,DIRECCION,7792000001745
3807,ROTULA DIRECCION CICCARELLI 3807,63400,21,4,Ciccarelli,DIRECCION,7792000001746
JTE908,ROTULA DIRECCION TRW JTE908,66000,21,4,TRW,DIRECCION,7792000001747
JTE392,EXTREMO DIRECCION TRW JTE392,39400,21,3,TRW,DIRECCION,7792000001748
JTE116,ROTULA DIRECCION TRW JTE116,51600,21,4,TRW,DIRECCION,7792000001749
JTE881,EXTREMO DIRECCION TRW JTE881,81400,21,2,TRW,DIRECCION,7792000001750
3566,ROTULA DIRECCION CICCARELLI 3566,51600,21,4,Ciccarelli,DIRECCION,7792000001751
GDB1268,ROTULA DIRECCION TRW GDB1268,87000,21,3,TRW,DIRECCION,7792000001752
CV7517,EXTREMO DIRECCION CORVEN CV7517,36500,21,5,Corven,DIRECCION,7792000001753
GDB1938,CREMALLERA DIRECCION TRW GDB1938,49700,21,6,TRW,DIRECCION,7792000001754
CV6634,ROTULA DIRECCION CORVEN CV6634,24800,21,6,Corven,DIRECCION,7792000001755
JTE213,EXTREMO DIRECCION TRW JTE213,65500,21,4,TRW,DIRECCION,7792000001756
CV8354,ROTULA DIRECCION CORVEN CV8354,86800,21,3,Corven,DIRECCION,7792000001757
JTE515,ROTULA DIRECCION TRW JTE515,76400,21,3,TRW,DIRECCION,7792000001758
CV7665,EXTREMO DIRECCION CORVEN CV7665,15900,21,6,Corven,DIRECCION,7792000001759
3036,ROTULA DIRECCION CICCARELLI 3036,76600,21,4,Ciccarelli,DIRECCION,7792000001760
2316,EXTREMO DIRECCION CICCARELLI 2316,47600,21,4,Ciccarelli,DIRECCION,7792000001761
CV6684,EXTREMO DIRECCION CORVEN CV6684,28300,21,4,Corven,DIRECCION,7792000001762
1721,CREMALLERA DIRECCION CICCARELLI 1721,16500,21,8,Ciccarelli,DIRECCION,7792000001763
GDB1825,EXTREMO DIRECCION TRW GDB1825,83900,21,4,TRW,DIRECCION,7792000001764
3365,CREMALLERA DIRECCION CICCARELLI 3365,84900,21,3,Ciccarelli,DIRECCION,7792000001765
1003,EXTREMO DIRECCION CICCARELLI 1003,25900,21,5,Ciccarelli,DIRECCION,7792000001766
3967,CREMALLERA DIRECCION CICCARELLI 3967,35100,21,5,Ciccarelli,DIRECCION,7792000001767
CV9523,CREMALLERA DIRECCION CORVEN CV9523,50600,21,4,Corven,DIRECCION,7792000001768
4871,CREMALLERA DIRECCION CICCARELLI 4871,65600,21,2,Ciccarelli,DIRECCION,7792000001769
JTE298,ROTULA DIRECCION TRW JTE298,66900,21,3,TRW,DIRECCION,7792000001770
CV2961,CREMALLERA DIRECCION CORVEN CV2961,51100,21,6,Corven,DIRECCION,7792000001771
CV5767,EXTREMO DIRECCION CORVEN CV5767,65500,21,2,Corven,DIRECCION,7792000001772
3120,EXTREMO DIRECCION CICCARELLI 3120,76500,21,4,Ciccarelli,DIRECCION,7792000001773
CV7917,EXTREMO DIRECCION CORVEN CV7917,16700,21,8,Corven,DIRECCION,7792000001774
CV6313,EXTREMO DIRECCION CORVEN CV6313,67500,21,4,Corven,DIRECCION,7792000001775
CV2858,CREMALLERA DIRECCION CORVEN CV2858,35800,21,5,Corven,DIRECCION,7792000001776
CV9387,CREMALLERA DIRECCION CORVEN CV9387,18800,21,10,Corven,DIRECCION,7792000001777
GDB1853,CREMALLERA DIRECCION TRW GDB1853,18400,21,10,TRW,DIRECCION,7792000001778
CV4088,CREMALLERA DIRECCION CORVEN CV4088,43600,21,5,Corven,DIRECCION,7792000001779
1307,ROTULA DIRECCION CICCARELLI 1307,72300,21,3,Ciccarelli,DIRECCION,7792000001780
CV1113,CREMALLERA DIRECCION CORVEN CV1113,23700,21,8,Corven,DIRECCION,7792000001781
2772,ROTULA DIRECCION CICCARELLI 2772,85700,21,3,Ciccarelli,DIRECCION,7792000001782
CV2619,EXTREMO DIRECCION CORVEN CV2619,50000,21,4,Corven,DIRECCION,7792000001783
CV4841,EXTREMO DIRECCION CORVEN CV4841,15000,21,6,Corven,DIRECCION,7792000001784
JTE398,EXTREMO DIRECCION TRW JTE398,89000,21,4,TRW,DIRECCION,7792000001785
CV1281,EXTREMO DIRECCION CORVEN CV1281,55700,21,4,Corven,DIRECCION,7792000001786
JTE750,CREMALLERA DIRECCION TRW JTE750,82500,21,2,TRW,DIRECCION,7792000001787
1167,CREMALLERA DIRECCION CICCARELLI 1167,26900,21,3,Ciccarelli,DIRECCION,7792000001788
JTE203,CREMALLERA DIRECCION TRW JTE203,57100,21,6,TRW,DIRECCION,7792000001789
GDB1880,EXTREMO DIRECCION TRW GDB1880,55800,21,4,TRW,DIRECCION,7792000001790
GDB1480,ROTULA DIRECCION TRW GDB1480,89400,21,2,TRW,DIRECCION,7792000001791
JTE417,ROTULA DIRECCION TRW JTE417,56000,21,6,TRW,DIRECCION,7792000001792
GDB1051,CREMALLERA DIRECCION TRW GDB1051,29400,21,3,TRW,DIRECCION,7792000001793
CV9567,CREMALLERA DIRECCION CORVEN CV9567,67000,21,2,Corven,DIRECCION,7792000001794
CV1448,ROTULA DIRECCION CORVEN CV1448,81400,21,3,Corven,DIRECCION,7792000001795
CV9138,ROTULA DIRECCION CORVEN CV9138,19000,21,8,Corven,DIRECCION,7792000001796
JTE999,CREMALLERA DIRECCION TRW JTE999,39100,21,3,TRW,DIRECCION,7792000001797
1919,ROTULA DIRECCION CICCARELLI 1919,59600,21,6,Ciccarelli,DIRECCION,7792000001798
3668,EXTREMO DIRECCION CICCARELLI 3668,79200,21,2,Ciccarelli,DIRECCION,7792000001799
GDB1203,ROTULA DIRECCION TRW GDB1203,35300,21,3,TRW,DIRECCION,7792000001800
2626,CREMALLERA DIRECCION CICCARELLI 2626,87500,21,2,Ciccarelli,DIRECCION,7792000001801
3283,EXTREMO DIRECCION CICCARELLI 3283,58200,21,5,Ciccarelli,DIRECCION,7792000001802
3950,CREMALLERA DIRECCION CICCARELLI 3950,81300,21,2,Ciccarelli,DIRECCION,7792000001803
CV8703,CREMALLERA DIRECCION CORVEN CV8703,62600,21,2,Corven,DIRECCION,7792000001804
CV3389,CREMALLERA DIRECCION CORVEN CV3389,67400,21,2,Corven,DIRECCION,7792000001805
GDB1669,CREMALLERA DIRECCION TRW GDB1669,83000,21,4,TRW,DIRECCION,7792000001806
2922,CREMALLERA DIRECCION CICCARELLI 2922,31100,21,6,Ciccarelli,DIRECCION,7792000001807
2406,EXTREMO DIRECCION CICCARELLI 2406,32300,21,3,Ciccarelli,DIRECCION,7792000001808
4842,CREMALLERA DIRECCION CICCARELLI 4842,25700,21,5,Ciccarelli,DIRECCION,7792000001809
CV4449,EXTREMO DIRECCION CORVEN CV4449,29800,21,4,Corven,DIRECCION,7792000001810
CV4974,EXTREMO DIRECCION CORVEN CV4974,40400,21,4,Corven,DIRECCION,7792000001811
JTE330,ROTULA DIRECCION TRW JTE330,62100,21,3,TRW,DIRECCION,7792000001812
1262,CREMALLERA DIRECCION CICCARELLI 1262,72800,21,3,Ciccarelli,DIRECCION,7792000001813
4877,EXTREMO DIRECCION CICCARELLI 4877,82400,21,3,Ciccarelli,DIRECCION,7792000001814
CV2747,CREMALLERA DIRECCION CORVEN CV2747,62200,21,3,Corven,DIRECCION,7792000001815
CV8988,CREMALLERA DIRECCION CORVEN CV8988,77600,21,4,Corven,DIRECCION,7792000001816
CV8727,ROTULA DIRECCION CORVEN CV8727,25600,21,3,Corven,DIRECCION,7792000001817
1827,ROTULA DIRECCION CICCARELLI 1827,53200,21,3,Ciccarelli,DIRECCION,7792000001818
3688,EXTREMO DIRECCION CICCARELLI 3688,72500,21,4,Ciccarelli,DIRECCION,7792000001819
CV3273,CREMALLERA DIRECCION CORVEN CV3273,83100,21,4,Corven,DIRECCION,7792000001820
CV8652,ROTULA DIRECCION CORVEN CV8652,45000,21,3,Corven,DIRECCION,7792000001821
CV3705,ROTULA DIRECCION CORVEN CV3705,66500,21,4,Corven,DIRECCION,7792000001822
CV5694,EXTREMO DIRECCION CORVEN CV5694,24000,21,10,Corven,DIRECCION,7792000001823
CV2804,ROTULA DIRECCION CORVEN CV2804,33500,21,3,Corven,DIRECCION,7792000001824
2173,CREMALLERA DIRECCION CICCARELLI 2173,18100,21,10,Ciccarelli,DIRECCION,7792000001825
3773,EXTREMO DIRECCION CICCARELLI 3773,70000,21,4,Ciccarelli,DIRECCION,7792000001826
4582,CREMALLERA DIRECCION CICCARELLI 4582,74600,21,2,Ciccarelli,DIRECCION,7792000001827
CV7007,ROTULA DIRECCION CORVEN CV7007,69600,21,2,Corven,DIRECCION,7792000001828
21343,RETEN CIGUEÑAL ILLINOIS 21343,43400,21,3,Illinois,JUNTAS,7792000001829
3059,JUNTA TAPA CILINDRO TARANTO 3059,42000,21,4,Taranto,JUNTAS,7792000001830
22338,JUNTA TAPA VALVULA ILLINOIS 22338,14600,21,6,Illinois,JUNTAS,7792000001831
4908,JUNTA TAPA CILINDRO TARANTO 4908,64600,21,2,Taranto,JUNTAS,7792000001832
27822,JUNTA TAPA CILINDRO ILLINOIS 27822,30100,21,6,Illinois,JUNTAS,7792000001833
27362,JUNTA TAPA VALVULA ILLINOIS 27362,26000,21,3,Illinois,JUNTAS,7792000001834
23409,JUNTA TAPA CILINDRO ILLINOIS 23409,63300,21,3,Illinois,JUNTAS,7792000001835
2660,RETEN CIGUEÑAL TARANTO 2660,32000,21,6,Taranto,JUNTAS,7792000001836
23558,JUNTA TAPA VALVULA ILLINOIS 23558,58600,21,6,Illinois,JUNTAS,7792000001837
4213,JUNTA TAPA CILINDRO TARANTO 4213,56100,21,5,Taranto,JUNTAS,7792000001838
28370,JUNTA TAPA CILINDRO ILLINOIS 28370,51700,21,5,Illinois,JUNTAS,7792000001839
24173,KIT JUNTAS MOTOR ILLINOIS 24173,47100,21,5,Illinois,JUNTAS,7792000001840
3649,RETEN CIGUEÑAL TARANTO 3649,17000,21,10,Taranto,JUNTAS,7792000001841
25079,JUNTA TAPA CILINDRO ILLINOIS 25079,39800,21,3,Illinois,JUNTAS,7792000001842
4658,JUNTA TAPA VALVULA TARANTO 4658,24800,21,8,Taranto,JUNTAS,7792000001843
24554,KIT JUNTAS MOTOR ILLINOIS 24554,62700,21,3,Illinois,JUNTAS,7792000001844
3684,KIT JUNTAS MOTOR TARANTO 3684,49500,21,4,Taranto,JUNTAS,7792000001845
24903,KIT JUNTAS MOTOR ILLINOIS 24903,59000,21,4,Illinois,JUNTAS,7792000001846
3817,KIT JUNTAS MOTOR TARANTO 3817,43500,21,5,Taranto,JUNTAS,7792000001847
2315,RETEN CIGUEÑAL TARANTO 2315,28900,21,4,Taranto,JUNTAS,7792000001848
23527,KIT JUNTAS MOTOR ILLINOIS 23527,56500,21,5,Illinois,JUNTAS,7792000001849
29854,RETEN CIGUEÑAL ILLINOIS 29854,47200,21,6,Illinois,JUNTAS,7792000001850
2571,JUNTA TAPA CILINDRO TARANTO 2571,53500,21,6,Taranto,JUNTAS,7792000001851
25819,KIT JUNTAS MOTOR ILLINOIS 25819,65400,21,4,Illinois,JUNTAS,7792000001852
23647,KIT JUNTAS MOTOR ILLINOIS 23647,31100,21,3,Illinois,JUNTAS,7792000001853
20482,KIT JUNTAS MOTOR ILLINOIS 20482,54300,21,6,Illinois,JUNTAS,7792000001854
2076,JUNTA TAPA VALVULA TARANTO 2076,57100,21,3,Taranto,JUNTAS,7792000001855
4451,KIT JUNTAS MOTOR TARANTO 4451,10600,21,10,Taranto,JUNTAS,7792000001856
24171,RETEN CIGUEÑAL ILLINOIS 24171,43600,21,6,Illinois,JUNTAS,7792000001857
2823,KIT JUNTAS MOTOR TARANTO 2823,67800,21,3,Taranto,JUNTAS,7792000001858
22648,KIT JUNTAS MOTOR ILLINOIS 22648,20300,21,6,Illinois,JUNTAS,7792000001859
24474,JUNTA TAPA CILINDRO ILLINOIS 24474,50000,21,5,Illinois,JUNTAS,7792000001860
29417,RETEN CIGUEÑAL ILLINOIS 29417,55500,21,3,Illinois,JUNTAS,7792000001861
3546,JUNTA TAPA CILINDRO TARANTO 3546,33200,21,5,Taranto,JUNTAS,7792000001862
24937,JUNTA TAPA CILINDRO ILLINOIS 24937,63500,21,3,Illinois,JUNTAS,7792000001863
3782,JUNTA TAPA CILINDRO TARANTO 3782,28100,21,4,Taranto,JUNTAS,7792000001864
29622,RETEN CIGUEÑAL ILLINOIS 29622,49800,21,6,Illinois,JUNTAS,7792000001865
26236,KIT JUNTAS MOTOR ILLINOIS 26236,31800,21,6,Illinois,JUNTAS,7792000001866
29392,JUNTA TAPA CILINDRO ILLINOIS 29392,53600,21,4,Illinois,JUNTAS,7792000001867
4967,RETEN CIGUEÑAL TARANTO 4967,19900,21,10,Taranto,JUNTAS,7792000001868
21323,JUNTA TAPA CILINDRO ILLINOIS 21323,28500,21,5,Illinois,JUNTAS,7792000001869
27010,RETEN CIGUEÑAL ILLINOIS 27010,35700,21,3,Illinois,JUNTAS,7792000001870
23637,JUNTA TAPA CILINDRO ILLINOIS 23637,46200,21,3,Illinois,JUNTAS,7792000001871
3270,KIT JUNTAS MOTOR TARANTO 3270,63300,21,3,Taranto,JUNTAS,7792000001872
4343,JUNTA TAPA VALVULA TARANTO 4343,22400,21,10,Taranto,JUNTAS,7792000001873
22138,KIT JUNTAS MOTOR ILLINOIS 22138,45000,21,3,Illinois,JUNTAS,7792000001874
4220,RETEN CIGUEÑAL TARANTO 4220,55800,21,6,Taranto,JUNTAS,7792000001875
3095,JUNTA TAPA VALVULA TARANTO 3095,32300,21,5,Taranto,JUNTAS,7792000001876
